turnId,timestampUtc,task,branch,tag,headAfter,testsPassed,testsFailed,coverageDeltaPct
1,2025-09-06T02:28:22Z,create-rest-service,,,,,,
2,2025-09-10T16:44:42Z,create-app,,,,,,
